category_codes,category_codes_des,block_codes,block_codes_des,chapter_codes,chapter_codes_des
P80,Hypothermia of newborn,P80-P83,Conditions involving the integument and temperature regulation of newborn (P80-P83),16,Certain conditions originating in the perinatal period (P00-P96)
P81,Other disturbances of temperature regulation of newborn,P80-P83,Conditions involving the integument and temperature regulation of newborn (P80-P83),16,Certain conditions originating in the perinatal period (P00-P96)
P83,Other conditions of integument specific to newborn,P80-P83,Conditions involving the integument and temperature regulation of newborn (P80-P83),16,Certain conditions originating in the perinatal period (P00-P96)
P84,Other problems with newborn,P84,Other problems with newborn,16,Certain conditions originating in the perinatal period (P00-P96)
P84,Other problems with newborn,P84,Other problems with newborn,16,Certain conditions originating in the perinatal period (P00-P96)
P90,Convulsions of newborn,P90-P96,Other disorders originating in the perinatal period (P90-P96),16,Certain conditions originating in the perinatal period (P00-P96)
P91,Other disturbances of cerebral status of newborn,P90-P96,Other disorders originating in the perinatal period (P90-P96),16,Certain conditions originating in the perinatal period (P00-P96)
P92,Feeding problems of newborn,P90-P96,Other disorders originating in the perinatal period (P90-P96),16,Certain conditions originating in the perinatal period (P00-P96)
P93,Reactions and intoxications due to drugs administered to newborn,P90-P96,Other disorders originating in the perinatal period (P90-P96),16,Certain conditions originating in the perinatal period (P00-P96)
P94,Disorders of muscle tone of newborn,P90-P96,Other disorders originating in the perinatal period (P90-P96),16,Certain conditions originating in the perinatal period (P00-P96)
P95,Stillbirth,P90-P96,Other disorders originating in the perinatal period (P90-P96),16,Certain conditions originating in the perinatal period (P00-P96)
P96,Other conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period (P90-P96),16,Certain conditions originating in the perinatal period (P00-P96)
Q00,Anencephaly and similar malformations,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q01,Encephalocele,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q02,Microcephaly,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q03,Congenital hydrocephalus,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q04,Other congenital malformations of brain,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q05,Spina bifida,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q06,Other congenital malformations of spinal cord,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q07,Other congenital malformations of nervous system,Q00-Q07,Congenital malformations of the nervous system (Q00-Q07),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q10,"Congenital malformations of eyelid, lacrimal apparatus and orbit",Q10-Q18,"Congenital malformations of eye, ear, face and neck (Q10-Q18)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q11,"Anophthalmos, microphthalmos and macrophthalmos",Q10-Q18,"Congenital malformations of eye, ear, face and neck (Q10-Q18)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q12,Congenital lens malformations,Q10-Q18,"Congenital malformations of eye, ear, face and neck (Q10-Q18)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q13,Congenital malformations of anterior segment of eye,Q10-Q18,"Congenital malformations of eye, ear, face and neck (Q10-Q18)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q14,Congenital malformations of posterior segment of eye,Q10-Q18,"Congenital malformations of eye, ear, face and neck (Q10-Q18)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q15,Other congenital malformations of eye,Q10-Q18,"Congenital malformations of eye, ear, face and neck (Q10-Q18)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q16,Congenital malformations of ear causing impairment of hearing,Q10-Q18,"Congenital malformations of eye, ear, face and neck (Q10-Q18)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q17,Other congenital malformations of ear,Q10-Q18,"Congenital malformations of eye, ear, face and neck (Q10-Q18)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q18,Other congenital malformations of face and neck,Q10-Q18,"Congenital malformations of eye, ear, face and neck (Q10-Q18)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q20,Congenital malformations of cardiac chambers and connections,Q20-Q28,Congenital malformations of the circulatory system (Q20-Q28),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q21,Congenital malformations of cardiac septa,Q20-Q28,Congenital malformations of the circulatory system (Q20-Q28),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q22,Congenital malformations of pulmonary and tricuspid valves,Q20-Q28,Congenital malformations of the circulatory system (Q20-Q28),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q23,Congenital malformations of aortic and mitral valves,Q20-Q28,Congenital malformations of the circulatory system (Q20-Q28),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q24,Other congenital malformations of heart,Q20-Q28,Congenital malformations of the circulatory system (Q20-Q28),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q25,Congenital malformations of great arteries,Q20-Q28,Congenital malformations of the circulatory system (Q20-Q28),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q26,Congenital malformations of great veins,Q20-Q28,Congenital malformations of the circulatory system (Q20-Q28),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q27,Other congenital malformations of peripheral vascular system,Q20-Q28,Congenital malformations of the circulatory system (Q20-Q28),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q28,Other congenital malformations of circulatory system,Q20-Q28,Congenital malformations of the circulatory system (Q20-Q28),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q30,Congenital malformations of nose,Q30-Q34,Congenital malformations of the respiratory system (Q30-Q34),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q31,Congenital malformations of larynx,Q30-Q34,Congenital malformations of the respiratory system (Q30-Q34),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q32,Congenital malformations of trachea and bronchus,Q30-Q34,Congenital malformations of the respiratory system (Q30-Q34),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q33,Congenital malformations of lung,Q30-Q34,Congenital malformations of the respiratory system (Q30-Q34),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q34,Other congenital malformations of respiratory system,Q30-Q34,Congenital malformations of the respiratory system (Q30-Q34),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q35,Cleft palate,Q35-Q37,Cleft lip and cleft palate (Q35-Q37),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q36,Cleft lip,Q35-Q37,Cleft lip and cleft palate (Q35-Q37),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q37,Cleft palate with cleft lip,Q35-Q37,Cleft lip and cleft palate (Q35-Q37),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q38,"Other congenital malformations of tongue, mouth and pharynx",Q38-Q45,Other congenital malformations of the digestive system (Q38-Q45),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q39,Congenital malformations of esophagus,Q38-Q45,Other congenital malformations of the digestive system (Q38-Q45),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q40,Other congenital malformations of upper alimentary tract,Q38-Q45,Other congenital malformations of the digestive system (Q38-Q45),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q41,"Congenital absence, atresia and stenosis of small intestine",Q38-Q45,Other congenital malformations of the digestive system (Q38-Q45),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q42,"Congenital absence, atresia and stenosis of large intestine",Q38-Q45,Other congenital malformations of the digestive system (Q38-Q45),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q43,Other congenital malformations of intestine,Q38-Q45,Other congenital malformations of the digestive system (Q38-Q45),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q44,"Congenital malformations of gallbladder, bile ducts and liver",Q38-Q45,Other congenital malformations of the digestive system (Q38-Q45),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q45,Other congenital malformations of digestive system,Q38-Q45,Other congenital malformations of the digestive system (Q38-Q45),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments",Q50-Q56,Congenital malformations of genital organs (Q50-Q56),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q51,Congenital malformations of uterus and cervix,Q50-Q56,Congenital malformations of genital organs (Q50-Q56),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q52,Other congenital malformations of female genitalia,Q50-Q56,Congenital malformations of genital organs (Q50-Q56),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q53,Undescended and ectopic testicle,Q50-Q56,Congenital malformations of genital organs (Q50-Q56),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q54,Hypospadias,Q50-Q56,Congenital malformations of genital organs (Q50-Q56),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q55,Other congenital malformations of male genital organs,Q50-Q56,Congenital malformations of genital organs (Q50-Q56),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q56,Indeterminate sex and pseudohermaphroditism,Q50-Q56,Congenital malformations of genital organs (Q50-Q56),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q60,Renal agenesis and other reduction defects of kidney,Q60-Q64,Congenital malformations of the urinary system (Q60-Q64),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q61,Cystic kidney disease,Q60-Q64,Congenital malformations of the urinary system (Q60-Q64),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q62,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,Q60-Q64,Congenital malformations of the urinary system (Q60-Q64),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q63,Other congenital malformations of kidney,Q60-Q64,Congenital malformations of the urinary system (Q60-Q64),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q64,Other congenital malformations of urinary system,Q60-Q64,Congenital malformations of the urinary system (Q60-Q64),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q65,Congenital deformities of hip,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q66,Congenital deformities of feet,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q67,"Congenital musculoskeletal deformities of head, face, spine and chest",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q68,Other congenital musculoskeletal deformities,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q69,Polydactyly,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q70,Syndactyly,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q71,Reduction defects of upper limb,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q72,Reduction defects of lower limb,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q73,Reduction defects of unspecified limb,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q74,Other congenital malformations of limb(s),Q65-Q79,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q75,Other congenital malformations of skull and face bones,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q76,Congenital malformations of spine and bony thorax,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q77,Osteochondrodysplasia with defects of growth of tubular bones and spine,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q78,Other osteochondrodysplasias,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q79,"Congenital malformations of musculoskeletal system, not elsewhere classified",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q80,Congenital ichthyosis,Q80-Q89,Other congenital malformations (Q80-Q89),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q81,Epidermolysis bullosa,Q80-Q89,Other congenital malformations (Q80-Q89),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q82,Other congenital malformations of skin,Q80-Q89,Other congenital malformations (Q80-Q89),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q83,Congenital malformations of breast,Q80-Q89,Other congenital malformations (Q80-Q89),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q84,Other congenital malformations of integument,Q80-Q89,Other congenital malformations (Q80-Q89),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q85,"Phakomatoses, not elsewhere classified",Q80-Q89,Other congenital malformations (Q80-Q89),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q86,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",Q80-Q89,Other congenital malformations (Q80-Q89),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q87,Other specified congenital malformation syndromes affecting multiple systems,Q80-Q89,Other congenital malformations (Q80-Q89),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q89,"Other congenital malformations, not elsewhere classified",Q80-Q89,Other congenital malformations (Q80-Q89),17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q90,Down syndrome,Q90-Q99,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q91,Trisomy 18 and Trisomy 13,Q90-Q99,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q92,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q93,"Monosomies and deletions from the autosomes, not elsewhere classified",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q95,"Balanced rearrangements and structural markers, not elsewhere classified",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q96,Turner's syndrome,Q90-Q99,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q97,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q98,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
Q99,"Other chromosome abnormalities, not elsewhere classified",Q90-Q99,"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",17,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"
R00,Abnormalities of heart beat,R00-R09,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R01,Cardiac murmurs and other cardiac sounds,R00-R09,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R03,"Abnormal blood-pressure reading, without diagnosis",R00-R09,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R04,Hemorrhage from respiratory passages,R00-R09,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R05,Cough,R00-R09,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R06,Abnormalities of breathing,R00-R09,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R07,Pain in throat and chest,R00-R09,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R09,Other symptoms and signs involving the circulatory and respiratory system,R00-R09,Symptoms and signs involving the circulatory and respiratory systems (R00-R09),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R10,Abdominal and pelvic pain,R10-R19,Symptoms and signs involving the digestive system and abdomen (R10-R19),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R11,Nausea and vomiting,R10-R19,Symptoms and signs involving the digestive system and abdomen (R10-R19),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R12,Heartburn,R10-R19,Symptoms and signs involving the digestive system and abdomen (R10-R19),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R13,Aphagia and dysphagia,R10-R19,Symptoms and signs involving the digestive system and abdomen (R10-R19),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R14,Flatulence and related conditions,R10-R19,Symptoms and signs involving the digestive system and abdomen (R10-R19),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R15,Fecal incontinence,R10-R19,Symptoms and signs involving the digestive system and abdomen (R10-R19),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R16,"Hepatomegaly and splenomegaly, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen (R10-R19),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R17,Unspecified jaundice,R10-R19,Symptoms and signs involving the digestive system and abdomen (R10-R19),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R18,Ascites,R10-R19,Symptoms and signs involving the digestive system and abdomen (R10-R19),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R19,Other symptoms and signs involving the digestive system and abdomen,R10-R19,Symptoms and signs involving the digestive system and abdomen (R10-R19),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R20,Disturbances of skin sensation,R20-R23,Symptoms and signs involving the skin and subcutaneous tissue (R20-R23),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R21,Rash and other nonspecific skin eruption,R20-R23,Symptoms and signs involving the skin and subcutaneous tissue (R20-R23),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R22,"Localized swelling, mass and lump of skin and subcutaneous tissue",R20-R23,Symptoms and signs involving the skin and subcutaneous tissue (R20-R23),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R23,Other skin changes,R20-R23,Symptoms and signs involving the skin and subcutaneous tissue (R20-R23),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R25,Abnormal involuntary movements,R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems (R25-R29),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R26,Abnormalities of gait and mobility,R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems (R25-R29),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R27,Other lack of coordination,R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems (R25-R29),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R29,Other symptoms and signs involving the nervous and musculoskeletal systems,R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems (R25-R29),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R30,Pain associated with micturition,R30-R39,Symptoms and signs involving the genitourinary system (R30-R39),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R31,Hematuria,R30-R39,Symptoms and signs involving the genitourinary system (R30-R39),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R32,Unspecified urinary incontinence,R30-R39,Symptoms and signs involving the genitourinary system (R30-R39),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R33,Retention of urine,R30-R39,Symptoms and signs involving the genitourinary system (R30-R39),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R34,Anuria and oliguria,R30-R39,Symptoms and signs involving the genitourinary system (R30-R39),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R35,Polyuria,R30-R39,Symptoms and signs involving the genitourinary system (R30-R39),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R36,Urethral discharge,R30-R39,Symptoms and signs involving the genitourinary system (R30-R39),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R37,"Sexual dysfunction, unspecified",R30-R39,Symptoms and signs involving the genitourinary system (R30-R39),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R39,Other and unspecified symptoms and signs involving the genitourinary system,R30-R39,Symptoms and signs involving the genitourinary system (R30-R39),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R40,"Somnolence, stupor and coma",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behavior (R40-R46)",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R41,Other symptoms and signs involving cognitive functions and awareness,R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behavior (R40-R46)",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R42,Dizziness and giddiness,R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behavior (R40-R46)",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R43,Disturbances of smell and taste,R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behavior (R40-R46)",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R44,Other symptoms and signs involving general sensations and perceptions,R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behavior (R40-R46)",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R45,Symptoms and signs involving emotional state,R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behavior (R40-R46)",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R46,Symptoms and signs involving appearance and behavior,R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behavior (R40-R46)",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R47,"Speech disturbances, not elsewhere classified",R47-R49,Symptoms and signs involving speech and voice (R47-R49),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R48,"Dyslexia and other symbolic dysfunctions, not elsewhere classified",R47-R49,Symptoms and signs involving speech and voice (R47-R49),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R49,Voice and resonance disorders,R47-R49,Symptoms and signs involving speech and voice (R47-R49),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R50,Fever of other and unknown origin,R50-R69,General symptoms and signs (R50-R69),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R51,Headache,R50-R69,General symptoms and signs (R50-R69),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R52,"Pain, unspecified",R50-R69,General symptoms and signs (R50-R69),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R53,Malaise and fatigue,R50-R69,General symptoms and signs (R50-R69),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R54,Age-related physical debility,R50-R69,General symptoms and signs (R50-R69),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R55,Syncope and collapse,R50-R69,General symptoms and signs (R50-R69),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R56,"Convulsions, not elsewhere classified",R50-R69,General symptoms and signs (R50-R69),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R57,"Shock, not elsewhere classified",R50-R69,General symptoms and signs (R50-R69),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R58,"Hemorrhage, not elsewhere classified",R50-R69,General symptoms and signs (R50-R69),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R59,Enlarged lymph nodes,R50-R69,General symptoms and signs (R50-R69),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R60,"Edema, not elsewhere classified",R50-R69,General symptoms and signs (R50-R69),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R61,Generalized hyperhidrosis,R50-R69,General symptoms and signs (R50-R69),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R62,Lack of expected normal physiological development in childhood and adults,R50-R69,General symptoms and signs (R50-R69),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
R63,Symptoms and signs concerning food and fluid intake,R50-R69,General symptoms and signs (R50-R69),18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"
